id,source,depute_name,date,period,groupe_politique,text,keyword_matches,stance,intensity,target,frame,confidence,notes
118,assemblee_nationale,M. Meyer Habib,2024-03-06,P3_post_cij,NI,meyer j espere de tout coeur un jour te croiser pour te defigurer et tu ne seras pas mon premier ni mon dernier fils de pute que je deforme continue a defendre ces fils de pute sionistes comme prevu je suis en france pour vous enculer un par un personne n est pret vous n etes pas prets vive la palestine les rumeurs continuent,['palestine' 'sioniste'],,,,,,
119,assemblee_nationale,M. Meyer Habib,2023-07-18,P0_pre_7oct,NI,ma question s adresse a mme la ministre de la culture levez vous monsieur hitler il y a des personnes qui ont besoin d etre brulees il incombe a chaque palestinien de tuer un juif et l affaire est close ce ne sont pas les propos d un djihadiste ni ceux de salah hamouri terroriste du front populaire de liberation de la palestine recu en heros a l assemblee nationale par l extreme gauche et qui donne des conferences dans nos prisons avec l accord de la chancellerie monsieur le garde des sceaux ce sont des tweets de journalistes de la chaine arabophone de france 24 appelant a la haine des juifs honteux sur quelques bancs du groupe rn trois des quatre journalistes mises en cause sont toujours en poste et remunerees par les impots des francais aucune reaction de votre part face a ces propos neo nazis vous qui vous alarmez le dimanche matin pour nos valeurs republicaines quand geoffroy lejeune juge d extreme droite il l est sur quelques bancs du groupe lfi nupes est nomme a la tete du journal du dimanche la verite est cruelle comme le ministre de l education nationale vous etes terrorise par le pluralisme des medias vous qui etes si prompte a qualifier bollore europe 1 et cnews d ennemis de notre democratie pour vous tout ce qui est a droite patriote ou intransigeant avec l immigration et l insecurite est taxe d extreme droite applaudissements sur les bancs des groupes lr et rn mme emmanuelle menard applaudit egalement en revanche vous gardez le silence sur l antisemitisme niche durablement au coeur du service public notre democratie merite mieux que la reductio ad hitlerum theorisee apres guerre par les staliniens et reprise ce dimanche par melenchon et ses propos mensongers et scandaleux sur le president du conseil representatif des institutions juives de france le crif le jour de la commemoration de la rafle du vel d hiv la bete immonde a de vrais fantassins dans l espace politique et mediatique mais vous vous trompez de taniere votre croisade moralisatrice masque mal votre complaisance a l egard du nouvel antisemitisme qu est la diabolisation d israel si present dans le service public et qui tue en france de toulouse a sarah halimi rappelez vous les mensonges et les terribles consequences de l affaire al durah madame la ministre pourquoi cette hemiplegie intellectuelle n oubliez jamais que votre ministere est celui de malraux cet immense combattant contre l antisemitisme mettez a lutter contre lui le meme zele que celui que vous deployez contre vincent bollore a moins que pour vous un milliardaire catholique breton soit plus dangereux pour la democratie que les islamistes et les antisemites memes mouvements,['israel' 'palestine' 'palestinien' 'crif' 'antisemitisme' 'antisemite'],,,,,,
120,assemblee_nationale,M. Meyer Habib,2023-06-29,P0_pre_7oct,NI,nous voterons tous ce projet de loi mais je demande a chacun de prendre conscience que le nouvel antisemitisme c est la haine d israel c est l antisionisme vous devez le comprendre chacun doit le comprendre applaudissements sur les bancs des groupes lr et rn protestations sur les bancs du groupe lfi nupes,['israel' 'antisemitisme' 'sionisme' 'antisionisme'],,,,,,
121,assemblee_nationale,M. Gérault Verny,2025-11-21,P7_cessez_feu,UDR,le debat n est pas ideologique mais d abord arithmetique en 2024 les prelevements obligatoires representaient 46 du pib contre 40 en moyenne dans l union europeenne la france est ainsi en tete du classement de l ocde selon le ratio des impots sur le pib alors que la moyenne des pays developpes tourne autour de 34 pour la depense publique c est la meme histoire plus de 57 de la richesse nationale est consacree a la depense alors qu en allemagne comme en moyenne dans la zone euro cette proportion se situe autour de 50 nous avons donc 7 a 8 points de pib de depense publique de plus que nos voisins surtout et c est le coeur du debat actuel 80 de l ecart de prelevements obligatoires entre la france et la moyenne de la zone euro vient de ce que nous faisons peser sur les entreprises oh sur les bancs du groupe lfi nfp impots de production cotisations employeur ou fiscalite specifique sur le capital productif les seuls impots sur la production representent 4 4 du pib en france contre 2 2 en moyenne dans la zone euro et 1 en allemagne voila la realite nous surtaxons la production le travail et l investissement puis nous feignons de nous etonner de nos sous performances economiques dans le meme temps l impot sur les societes reste a 25 en france au dessus de la moyenne de l ocde alors meme que nous avons deja un niveau de prelevements obligatoires record exclamations continues sur les bancs du groupe ecos comparez les etats unis levent des recettes fiscales a hauteur de pres de 25 points de pib soit pres de 20 points de moins que la france tout en financant un effort d innovation et de defense sans commune mesure avec le notre pendant que nous debattons ici de surtaxes de contributions d acomptes et de microdispositifs la chine la coree israel et les etats unis repoussent les frontieres technologiques vives exclamations sur les bancs des groupes lfi nfp soc ecos et dem madame la presidente c est complique de parler memes mouvements leur effort de recherche et developpement represente entre 3 et 6 du pib tandis que cet effort en france reste autour de 2 2 a peine au dessus de la moyenne europeenne meme les economistes les plus prudents le reconnaissent notre probleme central n est plus seulement le deficit mais la faiblesse de notre production de notre productivite et de notre taux d emploi par rapport a l allemagne et a nos voisins or la premiere partie du projet de loi de finances verrouille ce modele et consolide un niveau de prelevements qui est deja le plus eleve du monde developpe elle refuse toute baisse significative et lisible des impots de production elle empile des micromesures et des complexites qui entretiennent la mainmise de l administration au lieu de liberer le travail et l investissement on nous explique qu il n y a pas de solution alternative que la sincerite budgetaire nous impose ces choix mais la verite est que personne ne veut prendre ses responsabilites personne ne veut regarder en face la suradministration francaise personne ne veut remettre a plat la depense publique et supprimer ses doublons personne ne veut assumer devant les francais qu il va falloir sortir la tronconneuse pour couper dans les depenses improductives et desserrer l etau sur la production applaudissements sur les bancs du groupe udr exclamations sur plusieurs bancs des groupes lfi nfp soc ecos et gdr et sur quelques bancs du groupe dem pendant que nous debattons sur quelques dixiemes de points de fiscalite les autres innovent les etats unis la chine ou la coree investissent massivement dans l intelligence artificielle ia la robotique ou les technologies quantiques vives exclamations sur les bancs des groupes soc et dem,['israel'],,,,,,
122,assemblee_nationale,M. Éric Ciotti,2025-06-25,P7_cessez_feu,UDR,les opposants politiques sont pendus la jeunesse iranienne veut vivre etudier aimer creer croire librement elle regarde vers l europe et vers la liberte et nous que faisons nous nous tendons la main a leurs bourreaux nous entretenons la fiction diplomatique que ce regime serait acceptable ce mensonge est une trahison la diplomatie ne peut pas etre un exercice d ambiguite permanente il ne s agit pas ici de defendre des nuances subtiles mais de garantir des principes fondamentaux face a cette dictature qui nie les droits de l homme le droit international le droit d israel a exister nous devons etre clairs cela suppose l application de principes clairs et fermes cela suppose aussi d en finir avec l illusion de normalisation avec teheran tant que le regime actuel sera en place cela implique aussi d exiger le renforcement des sanctions europeennes contre les dirigeants iraniens de soutenir sans ambiguite le droit d israel a se defendre de couper les relais du hezbollah en france et en europe de porter la voix des femmes et des democrates iraniens il ne peut y avoir d hesitation entre le monde libre et ceux qui menacent la liberte en 2027 la france n aura plus le droit a l erreur elle devra retrouver une politique etrangere digne de son rang nourrie par la lucidite portee par l autorite elle devra etre une puissance qui quitte les rives du en meme temps pour retrouver celles du courage applaudissements sur les bancs des groupes udr et rn,['israel' 'droit international'],,,,,,
123,assemblee_nationale,M. Jérôme Guedj,2023-10-30,P1_choc,SOC,la guerre s enlise en ukraine et personne n a oublie les massacres de boutcha nous avons aussi a l esprit les pogroms du 7 octobre en israel les otages detenus dont il faut sans relache exiger la liberation l explosion des actes antisemites en france et partout dans le monde comme au daghestan hier la terrible essentialisation du conflit,['israel' '7 octobre' 'antisemite' 'otage' 'otages' 'massacre'],,,,,,
124,assemblee_nationale,M. Jérôme Guedj,2023-10-30,P1_choc,SOC,et voici desormais une nouvelle guerre avec deja des milliers de victimes civiles parmi la population de gaza tuees ou blessees lors de l intervention militaire israelienne l absence de cessez le feu et de treve humanitaire un blocus renforce tant du cote israelien que du cote egyptien qui prive les populations des ressources necessaires pour vivre tout est effrayant deprimant desesperant une ligne de crete existe fragile mais necessaire il nous faut condamner les terroristes du hamas et souligner la necessite de mettre un terme definitif a leur entreprise mortifere reconnaitre le droit indefectible d israel a l existence et a la securite qui doit s exercer dans les limites du droit international et du droit humanitaire de la guerre le droit imprescriptible des palestiniens a disposer enfin de leur etat ce qui suppose la fin de la colonisation et necessitera la democratisation de leurs institutions et dans l immediat evidemment le droit a la protection pour les populations civiles a gaza nous pleurons chaque victime civile dans ce contexte notre apres midi jouee d avance pourrait paraitre bien derisoire et insignifiante et pourtant nous sommes la meme imparfaite et cadenassee par les outils de la ve republique comme le 49 3 la democratie nous oblige plus encore quand tant la pietinent elle et ses valeurs aux quatre coins du monde la politique doit demeurer ou redevenir l espace de la dispute apaisee elle ne doit jamais ceder aux sirenes de la violence il faut aller a rebours de la tentation de l hysterisation et de la conflictualisation terrains dangereux quand tout est a ce point inflammable et d un manicheisme qui fait perdre la raison et ou l intelligence et la complexite s abiment c est dans cet etat d esprit que je me presente devant vous lucide sans etre resigne exigeant comme tout universaliste republicain pour jouer mon role de parlementaire et soutenir la lettre et l esprit de cette motion de censure les 49 3 se suivent et se ressemblent vous y avez eu recours deux fois deja une fois sur le plf et une fois sur le plfss peut etre a nouveau tout a l heure sur sa troisieme partie qu il est loin madame la premiere ministre le temps ou vous nous parliez de coconstruction et de recherche de compromis il y a tout juste six mois vous nous promettiez cent jours d apaisement depuis vous n avez fait qu accentuer l epuisement pour la premiere fois le plfss a ete rejete en commission des affaires sociales meme les deputes de votre majorite n etaient pas pleinement mobilises preuve qu ils n etaient pas totalement convaincus par le budget propose comment les en blamer il n est pas convaincant pour que la democratie fonctionne vous nous devez la transparence vous aimez beaucoup utiliser l article 49 alinea 3 de la constitution permettez moi d en citer un autre l article 24 alinea 1 que vous semblez avoir oublie le parlement vote la loi il controle l action du gouvernement il evalue les politiques publiques pour ce faire nous avons besoin de transparence si vous n etes pas transparents avec les deputes c est que c est flou comme je l ai deja dit dans cet hemicycle et quand c est flou il y a un loup dans votre plfss il y en a plusieurs il nous revient donc d utiliser ce debat relatif a la motion de censure pour recevoir de votre bouche madame la premiere ministre les reponses que le debat parlementaire n a pas fournies faute de temps mais surtout faute de transparence deliberee de votre part je vais donc vous poser quatre questions tres precises nous vous demandons ainsi la transparence sur l ondam le budget de l assurance maladie c est couru d avance celui que vous avez arrete ne sera pas suffisant pour faire face a la crise inflationniste comme en 2023 il plongera dans le rouge les etablissements hospitaliers les ehpad les services et les etablissements medico sociaux il en a beaucoup ete question dans cet hemicycle entendez la federation hospitaliere de france qui comme l an dernier vous alerte sur ces insuffisances pire encore l an dernier deja vous aviez refuse de prevoir des moyens suffisants ce qui vous a contraints a proceder en cours d annee a des rectifications insuffisantes elles aussi ma question est simple quel sera le montant de la rallonge que vous devrez immanquablement apporter comme vous le faites pour l exercice 2023 pourquoi ne pas le prevoir des a present nous vous demandons egalement la transparence sur la ponction de l agirc arrco j ai plusieurs fois pose la question mais thomas cazenave n y a pas apporte de reponse si la negociation entre les partenaires sociaux que vous appelez de vos voeux n aboutit pas prendrez vous un decret de carence pour imposer cette ponction dans l affirmative quel en sera le montant de meme sur les franchises medicales vous nous devez la transparence en commission des affaires sociales comme dans la discussion generale en seance le ministre de la sante nous a dit avec beaucoup de franchise qu il souhaitait que le debat ait lieu malheureusement cela n a pas ete le cas l ondam tel qu il est prevu integre toujours 800 millions d euros d economies grace au doublement des franchises medicales et des participations forfaitaires dans l hemicycle personne n a ose dire avec clarte si cet impot sur la maladie serait double ou non dans l affirmative aucune date n a ete precisee ma question est simple allez vous prendre avant la fin de l annee ou en debut d annee prochaine un decret permettant le doublement de ces franchises medicales allez vous assumer cette position si vous ne le faites pas ce que nous souhaitons dites nous ou vous comptez faire des economies pour tenir cet ondam tel qu il est prevu diminue de ces 800 millions enfin notre quatrieme question concerne la loi grand age sur ce sujet nous tournons autour du pot et cela devient fatigant madame la premiere ministre il parait que vous cherchez des sujets de travail transpartisans toutes les semaines a l occasion des questions au gouvernement vous constatez que la situation des ehpad des services a domicile et de l accompagnement des personnes agees est un sujet de preoccupation sur tous les bancs le 11 avril les deputes ont adopte a l unanimite un amendement a la proposition de loi portant mesures pour batir la societe du bien vieillir en france dite bien vieillir cet amendement visait a demander une loi de programmation pour le grand age en effet tout le monde a compris qu un tel vecteur juridique est indispensable pour deployer une vision prenant en consideration les besoins pour decliner les differentes propositions figurant dans le rapport de ma collegue christine pires beaune et ainsi progresser en avril dernier boris vallaud le president du groupe socialistes et apparentes vous a ecrit pour vous proposer un travail transpartisan il n a pas recu de reponse j en ai informe le ministre charge des relations avec le parlement je profite de cette intervention a la tribune pour vous poser cette question tres claire dans quelques jours la ministre des solidarites et des familles doit presenter une feuille de route pour le bien vieillir l autoriserez vous a preparer avec les autres ministres concernes une loi de programmation pour le grand age comme elle semble en avoir tres envie une annonce en ce sens serait utile si vous n etes pas transparents sur ce que vous allez faire laissez moi l etre a propos de ce que nous aurions fait pendant les debats de nombreux intervenants nous ont reproche de ne pas presenter de plfss alternatif il se trouve que nous en avons un face a l urgence qui frappe tous les professionnels de sante vous avez decide d apporter une reponse double l injustice et l austerite notre reponse est double egalement la responsabilite et l audace la responsabilite consiste a changer de paradigme en gouvernant par les besoins plutot que par l obsession de la seule maitrise comptable et budgetaire protestations sur quelques bancs du groupe re l audace consiste a changer de paradigme en transformant en profondeur le systeme de sante et en trouvant des solutions innovantes pour le financer exclamations sur les memes bancs le plfss n est plus le bon outil pour ce faire il faudra un jour nous pencher sur ce point je pourrais decrire les axes prioritaires de ce plfss alternatif mais le temps va me manquer la reconstruction de l hopital public en changeant son mode de financement en profondeur plutot que de maniere homeopathique comme le propose votre pseudo reforme de la tarification a l activite t2a permettez moi de reveler un scoop sous le controle du ministre de la sante l homeopathie ca ne fonctionne pas,"['palestiniens' 'israelien' 'israel' 'gaza' 'palestinien' 'hamas'
 'israelienne' 'occupation' 'droit international' 'victimes civiles'
 'treve' 'colonisation' 'blocus']",,,,,,
125,assemblee_nationale,Mme Aurore Bergé,2025-07-02,P7_cessez_feu,REN,une motion de ce type vise en principe a demander a l assemblee s il y a lieu ou non de deliberer sur la question posee vous considerez donc qu il n y a pas lieu de deliberer sur l antisemitisme dans l enseignement superieur alors que toutes nos democraties ont eu a connaitre un regain massif d antisemitisme depuis les attentats terroristes du 7 octobre 2023,['7 octobre' 'antisemitisme'],,,,,,
126,assemblee_nationale,Mme Aurore Bergé,2025-07-02,P7_cessez_feu,REN,a chaque fois que vous deversez votre haine vis a vis d israel,['israel'],,,,,,
127,assemblee_nationale,M. Philippe Ballard,2023-10-31,P1_choc,RN,madame la ministre de la culture trois semaines apres le debut de la guerre entre israel et le mouvement palestinien hamas gaza est coupee du monde l auteur de cette phrase extraite d une depeche du 27 octobre de l agence france presse afp n a fait qu appliquer les consignes donnees par sa direction une note interne l a informe qu il convenait d evoquer les combattants du hamas non les islamistes du hamas et de proscrire a leur sujet le terme terroriste dont le directeur de l information explique qu il a tout bonnement perdu son sens,['israel' 'gaza' 'palestinien' 'hamas' '7 octobre'],,,,,,
128,assemblee_nationale,M. Pierre Meurin,2023-10-30,P1_choc,RN,cela signifie que le president de la commission des lois soutient des hors la loi et que le macroniste qu il est s allie avec les communistes qui l an dernier ont defendu une proposition de resolution visant a reconnaitre que l etat d israel est un regime d apartheid m hadrien clouet s exclame,['israel'],,,,,,
129,assemblee_nationale,M. Pierre Dharréville,2023-10-31,P1_choc,GDR,dimanche des artistes s etaient donne rendez vous sur le marche de port de bouc afin de produire une oeuvre collective pour la paix a destination de l onu dans notre peuple comme dans beaucoup d autres peuples du monde l aspiration a la paix est forte quoique matinee d inquietude et de revolte alors que l humanite est traversee par les conflits nous n oublions pas l ukraine et l armenie il est salutaire qu elle puisse se manifester desolation bombes fuite morts les attaques criminelles meurtrieres et aveugles du hamas ont alimente un engrenage de guerre et de violence qui semble sans limites l offensive militaire qui s intensifie a gaza est insupportable tous les crimes de guerre doivent etre condamnes,['gaza' 'hamas' 'onu' 'crimes de guerre'],,,,,,
130,assemblee_nationale,M. Pierre Henriet,2025-07-02,P7_cessez_feu,HOR,les societes qui laissent prosperer l antisemitisme finissent par pourrir de l interieur ces mots du grand rabbin de france haim korsia ecrits en debut d annee resonnent avec une acuite particuliere alors que nous sommes reunis pour examiner les conclusions de la commission mixte paritaire sur la proposition de loi relative a la lutte contre l antisemitisme dans l enseignement superieur dont j ai eu l honneur d etre le corapporteur avec notre collegue constance le grip que je salue depuis l automne 2023 les universites francaises font face a une recrudescence d actes antisemites d une ampleur inedite entre le 7 octobre 2023 et le 10 avril 2024 soixante sept actes antisemites ont ete recenses dans quatre vingt deux etablissements soit le double de l annee precedente ce chiffre aussi glacant soit il ne traduit qu imparfaitement la realite tant le phenomene demeure sous declare en raison de la peur de la banalisation de ces actes et de l habitude de silence selon une enquete ifop pour l uejf 90 des etudiants juifs interroges declarent avoir subi au moins un acte antisemite au cours de leur scolarite ou de leurs etudes superieures ce climat d antisemitisme d atmosphere pese lourdement sur la vie universitaire et menace la promesse republicaine faite a chaque etudiant en france face a cette situation il nous fallait agir les dispositifs existants bien que renforces depuis 2017 se sont reveles insuffisants en raison d une absence d unification des procedures de signalement d un manque de formation specifique de la difficulte de qualifier juridiquement certains faits et du sentiment d isolement des victimes la mission d information senatoriale conduite par pierre antoine levi et bernard fialaire a permis de dresser un etat des lieux lucide et d identifier les leviers d action necessaires le texte issu de la commission mixte paritaire s articule autour de trois mesures majeures l article 1er inscrit dans la loi l obligation de formation a la lutte contre l antisemitisme et le racisme tout au long du parcours educatif cette obligation vise a creer une chaine de vigilance et de sensibilisation continue de l ecole a l universite l article 2 generalise les missions egalite et diversite dans tous les etablissements et impose la designation d un referent forme specifiquement a la lutte contre l antisemitisme et le racisme il clarifie par ailleurs les procedures de signalement afin de lever les obstacles au recueil de la parole et a la sanction des actes le texte garantit egalement l anonymat des victimes et des temoins un element determinant pour creer de la confiance dans ces dispositifs l article 3 adapte la procedure disciplinaire pour permettre la poursuite effective des faits d antisemitisme de racisme de violence ou de discrimination nous n oublions personne tout en garantissant les droits des auteurs mis en cause la commission mixte paritaire a aussi precise la nature des mesures conservatoires renforcant ainsi la securite juridique du dispositif je salue l esprit de responsabilite et d equilibre qui a preside aux travaux de la commission mixte paritaire le texte conserve son intitule initial voulu par le senat et porteur d un message fort adresse aux etudiants juifs tout en tenant compte de l ensemble des situations de racisme de violence de discrimination et de haine qui peuvent survenir dans les etablissements je remercie constance le grip jeremie patrier leitus caroline yadan alexandre portier emmanuel gregoire et tous ceux qui ont contribue a son amelioration le groupe horizons independants fidele a ses valeurs et a son engagement sur le sujet votera bien sur en faveur du texte parce que l universite doit rester un sanctuaire ou nul ne doit craindre pour sa securite ou sa dignite en raison de ses origines de sa foi ou de ses convictions et parce que la republique ne tolere aucune forme de haine ou de discrimination c est a ces conditions que nous preserverons durablement la promesse republicaine faite a tous les etudiants de france affirmons donc tous avec force notre rejet sans conditions de l antisemitisme il s agit d un devoir moral pour proteger la dignite de chaque etudiant et pour garantir que la lumiere du savoir et de l universite ne soit jamais obscurcie par l intolerance applaudissements sur les bancs du groupe hor mme nicole dubre chirat et mme la rapporteure applaudissent egalement,['7 octobre' 'antisemitisme' 'antisemite'],,,,,,
131,assemblee_nationale,M. Jean-Paul Lecoq,2024-01-16,P2_offensive,GDR,vous pourriez en dire autant au depute du groupe renaissance qui a affirme tout a l heure que l aide au developpement avait finance les tunnels du hamas dans la bande de gaza,['gaza' 'hamas' 'bande de gaza'],,,,,,
132,assemblee_nationale,M. Erwan Balanant,2025-11-18,P7_cessez_feu,DEM,quand on connait la situation humanitaire que traverse gaza entendre que nous jetterions de l argent par les fenetres en apportant notre aide franchement cela resume vingt ans de mon combat contre vos idees politiques applaudissements sur les bancs des groupes dem lfi nfp soc ecos et sur plusieurs bancs du groupe epr exclamations sur les bancs du groupe rn vous faites honte aux francais tolle sur les bancs du groupe rn,['gaza'],,,,,,
133,assemblee_nationale,M. Jean-Paul Lecoq,2023-05-04,P0_pre_7oct,GDR,madame la presidente madame la secretaire d etat chargee de l europe mes chers collegues il y a un peu plus de dix ans lorsque je siegeais a l assemblee parlementaire de l organisation pour la securite et la cooperation en europe osce au nom de la liberte d expression toute la delegation francaise de l ump union pour un mouvement populaire aux communistes en passant par les centristes et les socialistes avait vote contre une resolution allemande visant a assimiler la critique de la politique d israel dans les universites et dans la presse a de l antisemitisme mme ersilia soudais applaudit les polemiques qui entourent le debat consacre a la presente proposition de resolution demontrent que le consensus republicain de l epoque a desormais vole en eclats pourtant je vous appelle mes chers collegues avec gravite au dela de notre attachement profond a l existence de l etat d israel a porter un regard critique sur la derive illiberale et coloniale de cet etat pour trouver le chemin de la paix cette resolution est une contribution a la paix fondee sur le droit international et rien d autre,['israel' 'siege' 'antisemitisme' 'droit international'],,,,,,
134,assemblee_nationale,Mme Sandrine Rousseau,2023-10-31,P1_choc,ECO,ma question s adresse a mme catherine colonna ministre de l europe et des affaires etrangeres la france en tant qu etat tiers au conflit israelo palestinien doit avoir une position claire et renouer avec son role historique consistant a defendre le droit international tout le droit international rien que le droit international,['israel' 'palestinien' 'droit international'],,,,,,
135,assemblee_nationale,M. Jean-Louis Thiériot,2024-10-02,P5_escalade,LR,et les attaques du hezbollah contre le territoire israelien qui ont entraine le liban dans une guerre dont les libanais ne veulent pas et dont ils sont les premieres victimes la france exprime avec la meme fermete son opposition aux operations terrestres israeliennes au liban,['israelien' 'israel' 'israeliennes' 'israelienne'],,,,,,
136,assemblee_nationale,M. Julien Odoul,2023-05-04,P0_pre_7oct,RN,cette proposition de resolution ne vise pas a denoncer l action du gouvernement de l etat d israel mais a remettre en cause l existence meme de cet etat applaudissements sur les bancs du groupe rn,['israel'],,,,,,
137,assemblee_nationale,M. Jean-Louis Bourlanges (Dem),2023-05-04,P0_pre_7oct,MODEM,c est sans doute un des debats les plus difficiles auxquels nous sommes confrontes il suscite en nous des reactions multiples confuses et contradictoires et c est assurement un debat qui merite mieux que des noms d oiseaux ou des proces d intention m laurent croizier applaudit nous nous avancons comme l a dit tres sobrement notre porte parole m zgainski sur un terrain tres dangereux et nous devons le faire avec le secours de la raison de la prudence de la moderation et du sens des responsabilites nous sommes avant tout marques par la remontee de l antisemitisme un peu partout dans le monde notamment dans notre pays eh oui sur de nombreux bancs du groupe re et sur plusieurs bancs du groupe dem notre conviction est claire cette montee de l antisemitisme conduit a rendre difficile une approche totalement objective du probleme pose par la politique de l etat d israel nous sommes au groupe democrate modem et independants resolument sionistes pour employer un terme qui n est pas tres a la mode parce que le sionisme c est a dire la reconnaissance du droit des juifs qui le veulent a vivre dans un etat souverain libre et independant est a la base de la decision fondatrice d israel applaudissements sur les bancs des groupes dem et re mais je ne voudrais pas me livrer a une caricature j ai lu avec beaucoup d interet le rapport de m lecoq il exprime tres clairement son attachement personnel et celui de son groupe a un etat souverain et protege pour israel,['israel' 'antisemitisme' 'sionisme' 'sioniste'],,,,,,
138,assemblee_nationale,Mme Elsa Faucillon,2024-05-21,P4_rafah,GDR,apres chaque offensive celle menee actuellement a gaza ne faisant pas exception les ventes d armes israeliennes s envolent et ces entreprises presentent a leur clientele internationale leurs dernieres innovations en se vantant de les avoir testees sur le champ de bataille,['israelien' 'israel' 'gaza' 'israeliennes' 'israelienne'],,,,,,
139,assemblee_nationale,M. Jean-Noël Barrot,2024-06-04,P4_rafah,MODEM,dans cette optique la france n a pas hesite lorsque la situation l a exige a prendre a l encontre des colons extremistes et violents des sanctions a l echelon national et a inciter ses partenaires europeens a le faire a l echelon europeen la reconnaissance de l etat de palestine est l un des instruments dont elle dispose pour faire aboutir cette solution durable seule susceptible d installer la paix qu est la solution a deux etats quand sur plusieurs bancs des groupes lfi nupes soc et ecolo nupes ces derniers jours on a observe une ouverture importante avec le plan de paix propose par le president biden que nous allons soutenir dans toutes les instances dans lesquelles nous dialoguons que ce soit avec nos partenaires europeens avec la communaute internationale dans le cadre de l onu ou avec nos partenaires des pays arabes nous l avons fait vendredi dernier cette reconnaissance n est pas un tabou elle doit etre mise au service de la paix applaudissements sur quelques bancs des groupes re et dem,['palestine' 'solution a deux etats' 'colons' 'onu' 'deux etats'],,,,,,
140,assemblee_nationale,Mme Soumya Bourouaha,2024-02-07,P3_post_cij,GDR,l horreur de ces vies brisees ne peut justifier ce qu il se passe actuellement a gaza avec une delegation de parlementaires et d elus locaux nous nous sommes rendus a rafah a la frontiere de gaza en egypte les temoignages que nous avons entendus sont bouleversants et je voudrais vous faire part de ce que vit la population gazaouie a l hopital al ashrif des meres et des enfants m ont raconte comment blesses ils ont marche pendant des jours pour se rendre a la frontiere egyptienne et y etre soignes nous avons entendu les temoignages d humanitaires dont raphael pitti ils racontent le sort de ces civils qui n ont plus de quoi se nourrir plus d endroit ou se refugier ni d hopitaux ou se faire soigner la bande de gaza est un champ de ruines ou la population vit recluse sur 34 kilometres carres il n y a pas que les bombes qui tuent il y a aussi la penurie desesperante de medicaments de nourriture et d eau,['gaza' 'bande de gaza' 'civils' 'rafah'],,,,,,
141,assemblee_nationale,M. Aymeric Caron,2023-05-04,P0_pre_7oct,LFI,parce que nous partageons le constat general etabli par le texte et parce que nous jugeons indispensable la reprise d un processus actif de negociations pour qu israeliens et palestiniens puissent vivre en paix en securite et a egalite de droits nous voterons en faveur de cette proposition de resolution applaudissements sur les bancs des groupes lfi nupes et gdr nupes ainsi que sur plusieurs bancs du groupe ecolo nupes plusieurs deputes du groupe lfi nupes se levent pour applaudir,['palestiniens' 'israelien' 'israel' 'israeliens' 'palestinien'],,,,,,
142,assemblee_nationale,M. Bruno Retailleau,2024-12-03,P6_mandats_cpi,RN,permettez moi de repondre en lieu et place de ma collegue rachida dati absente aujourd hui pour en avoir visionne plusieurs sequences j estime que ce jeu fait sans aucun doute l apologie du terrorisme on y voit d ailleurs les joueurs prendre la place de terroristes du hamas des references aux massacres du 7 octobre ainsi que des cibles civiles toutes designees on comprend tres bien de quels civils il s agit par consequent les ministeres de l interieur et de la culture ont engage plusieurs demarches ce jeu a non seulement ete signale a la plateforme pharos mais egalement a l autorite judiciaire sur le fondement de l article 40 du code de procedure penale qui invite a denoncer tout delit d apologie du terrorisme c est bien la preuve que nous devons conserver dans nos textes la possibilite de sanctionner un tel delit j en profite d ailleurs pour rappeler que le hamas n est pas un mouvement de resistance c est tres clairement un mouvement terroriste applaudissements sur plusieurs bancs des groupes epr et dr ainsi que sur quelques bancs des groupes rn dem et udr j ajoute qu il a instrumentalise la cause palestinienne qu il ne soutient pas il l a defiguree et deshumanisee ceux qui considerent qu il s agit d un mouvement de resistance devraient se souvenir que lorsqu il a mis la bande de gaza en coupe reglee il a pratique des assassinats politiques sur d autres palestiniens defenestre des homosexuels et domine la societe gazaouie vous avez raison ce jeu doit tomber selon moi sous le coup de la loi applaudissements sur les bancs du groupe dr ainsi que sur plusieurs bancs des groupes rn et udr m charles rodwell applaudit egalement,"['palestiniens' 'gaza' 'palestinien' 'hamas' 'palestinienne'
 'bande de gaza' '7 octobre' 'civils' 'massacre']",,,,,,
143,assemblee_nationale,Mme Emmanuelle Ménard,2023-10-23,P1_choc,NI,pour moi les choses sont claires nous ne devons avoir qu une ligne de conduite le soutien total et inconditionnel a israel qui joue une fois de plus sa survie,['israel'],,,,,,
