author,bloc,group,stance_mean,stance_std,stance_min,stance_max,n_textes,n_months,first_month,last_month,stance_range,is_mover
M. Gérald Darmanin,Centre / Majorite,REN,-0.9,0.5676462121975467,-2,0,10,4,2023-10-24 00:00:00,2025-03-25 00:00:00,2,True
M. Hadrien Clouet,Gauche radicale,LFI,1.0,,1,1,1,1,2023-11-29 00:00:00,2023-11-29 00:00:00,0,False
M. Hendrik Davi,Gauche moderee,ECO-NFP,1.0,1.0,0,2,3,3,2025-03-11 00:00:00,2025-07-02 00:00:00,2,True
M. Hendrik Davi (EcoS),Gauche moderee,ECO-NFP,2.0,,2,2,1,1,2025-01-14 00:00:00,2025-01-14 00:00:00,0,False
M. Henri Alfandari,Centre / Majorite,HOR,-2.0,,-2,-2,1,1,2023-10-10 00:00:00,2023-10-10 00:00:00,0,False
M. Hervé de Lépinau,Droite,RN,1.0,,1,1,1,1,2025-05-20 00:00:00,2025-05-20 00:00:00,0,False
M. Ian Boucard,Droite,LR,-2.0,,-2,-2,1,1,2025-07-02 00:00:00,2025-07-02 00:00:00,0,False
M. Jean-Charles Larsonneur,Droite,NI,0.0,,0,0,1,1,2023-12-19 00:00:00,2023-12-19 00:00:00,0,False
M. Jean-Claude Raux,Gauche moderee,ECO-NFP,2.0,0.0,2,2,2,1,2025-05-14 00:00:00,2025-05-14 00:00:00,0,False
M. Jean-Claude Raux (EcoS),Gauche moderee,ECO-NFP,1.0,,1,1,1,1,2025-01-14 00:00:00,2025-01-14 00:00:00,0,False
M. Jean-François Coulomme,Gauche radicale,LFI,1.0,,1,1,1,1,2024-04-30 00:00:00,2024-04-30 00:00:00,0,False
M. Jean-François Coulomme,Gauche radicale,LFI-NFP,1.4285714285714286,0.7867957924694432,0,2,7,2,2025-06-03 00:00:00,2025-12-18 00:00:00,2,True
M. Jean-Louis Bourlanges,Centre / Majorite,MODEM,0.047619047619047616,1.0712698295103096,-2,1,21,1,2023-10-23 00:00:00,2023-10-23 00:00:00,3,True
M. Jean-Louis Bourlanges (Dem),Centre / Majorite,MODEM,-1.0,,-1,-1,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
M. Jean-Louis Thiériot,Droite,LR,-0.25,0.9574271077563382,-1,1,4,2,2023-11-07 00:00:00,2024-10-02 00:00:00,2,True
M. Jean-Marc Tellier,Gauche radicale,GDR,1.6666666666666667,0.5773502691896258,1,2,3,1,2024-06-03 00:00:00,2024-06-03 00:00:00,1,False
M. Jean-Noël Barrot,Centre / Majorite,MODEM,-0.058823529411764705,0.899103287183983,-2,1,102,10,2024-03-06 00:00:00,2025-10-15 00:00:00,3,True
M. Jean-Paul Lecoq,Gauche radicale,GDR,1.3846153846153846,0.6972473349922867,0,2,26,12,2023-10-24 00:00:00,2025-12-16 00:00:00,2,True
M. Jean-Paul Lecoq (GDR),Gauche radicale,GDR,1.0,0.0,1,1,4,3,2025-01-14 00:00:00,2025-06-25 00:00:00,0,False
M. Jean-Paul Mattei,Centre / Majorite,MODEM,-1.0,0.0,-1,-1,3,1,2023-10-10 00:00:00,2023-10-31 00:00:00,0,False
M. Jean-Philippe Nilor,Gauche radicale,LFI-NFP,0.0,,0,0,1,1,2025-05-07 00:00:00,2025-05-07 00:00:00,0,False
M. Jean-Philippe Tanguy,Droite,RN,-1.75,0.5,-2,-1,4,2,2023-11-07 00:00:00,2025-06-17 00:00:00,1,False
M. Jean-Pierre Taite,Droite,LR,-1.4,0.5477225575051661,-2,-1,5,1,2025-03-25 00:00:00,2025-03-25 00:00:00,1,False
M. Jean-Victor Castor (GDR-NUPES),Gauche radicale,GDR,1.0,,1,1,1,1,2023-11-13 00:00:00,2023-11-13 00:00:00,0,False
M. Julien Odoul,Droite,RN,-1.744186046511628,0.4924681887630119,-2,0,43,6,2023-11-03 00:00:00,2025-06-18 00:00:00,2,True
M. Jérémie Patrier-Leitus,Centre / Majorite,HOR,-1.4,0.7637626158259733,-2,1,25,4,2023-10-12 00:00:00,2025-05-07 00:00:00,3,True
M. Jérôme Guedj,Gauche moderee,PS-NFP,0.0,,0,0,1,1,2025-05-06 00:00:00,2025-05-06 00:00:00,0,False
M. Jérôme Guedj,Gauche moderee,SOC,0.3333333333333333,1.1547005383792517,-1,1,3,2,2023-10-30 00:00:00,2023-11-04 00:00:00,2,True
M. Jérôme Legavre,Gauche radicale,LFI,1.25,0.5,1,2,4,1,2023-10-31 00:00:00,2023-10-31 00:00:00,1,False
M. Jérôme Legavre,Gauche radicale,LFI-NFP,1.75,0.5,1,2,4,2,2025-03-26 00:00:00,2025-05-07 00:00:00,1,False
M. Karim Ben Cheikh,Gauche moderee,ECO-NFP,1.0,0.0,1,1,2,1,2025-11-17 00:00:00,2025-11-18 00:00:00,0,False
M. Laurent Croizier,Centre / Majorite,MODEM,-2.0,,-2,-2,1,1,2023-10-11 00:00:00,2023-10-11 00:00:00,0,False
M. Laurent Jacobelli,Droite,RN,-1.6923076923076923,0.4803844614152614,-2,-1,13,6,2023-10-12 00:00:00,2025-05-07 00:00:00,1,False
M. Laurent Marcangeli,Centre / Majorite,HOR,-0.8571428571428571,1.0690449676496976,-2,1,7,1,2023-10-09 00:00:00,2023-10-23 00:00:00,3,True
M. Laurent Marcangeli (HOR),Centre / Majorite,HOR,-2.0,,-2,-2,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
M. Laurent Saint-Martin,Gauche radicale,LFI-NFP,0.15384615384615385,0.8987170342729172,-1,1,13,2,2025-06-10 00:00:00,2025-07-08 00:00:00,2,True
M. Laurent Wauquiez,Droite,LR,-2.0,0.0,-2,-2,3,2,2024-10-01 00:00:00,2025-07-02 00:00:00,0,False
M. Louis Boyard,Gauche radicale,LFI,1.0,,1,1,1,1,2023-11-03 00:00:00,2023-11-03 00:00:00,0,False
M. Louis Boyard,Gauche radicale,LFI-NFP,0.9090909090909091,1.3419634126405238,-2,2,22,3,2024-11-19 00:00:00,2025-07-02 00:00:00,4,True
M. Louis Boyard (LFI-NFP),Gauche radicale,LFI-NFP,1.0,,1,1,1,1,2025-05-07 00:00:00,2025-05-07 00:00:00,0,False
M. Léo Walter,Gauche radicale,LFI,-2.0,,-2,-2,1,1,2024-03-06 00:00:00,2024-03-06 00:00:00,0,False
M. Manuel Bompard,Gauche radicale,LFI,1.3333333333333333,0.5773502691896257,1,2,3,2,2024-02-05 00:00:00,2024-04-30 00:00:00,1,False
M. Manuel Bompard,Gauche radicale,LFI-NFP,2.0,0.0,2,2,2,2,2025-01-16 00:00:00,2025-05-06 00:00:00,0,False
M. Marc Fesneau,Centre / Majorite,DEM,0.0,,0,0,1,1,2024-10-08 00:00:00,2024-10-08 00:00:00,0,False
M. Marc de Fleurian,Droite,RN,-2.0,,-2,-2,1,1,2025-03-21 00:00:00,2025-03-21 00:00:00,0,False
M. Marcellin Nadeau,Gauche radicale,GDR,1.0,0.7071067811865476,0,2,5,1,2023-11-07 00:00:00,2023-11-07 00:00:00,2,True
M. Mathieu Lefèvre,Centre / Majorite,EPR,-1.5,0.7071067811865476,-2,-1,2,1,2025-05-06 00:00:00,2025-05-06 00:00:00,1,False
M. Mathieu Lefèvre,Centre / Majorite,REN,-1.7777777777777777,0.6666666666666666,-2,0,9,2,2023-10-23 00:00:00,2024-03-06 00:00:00,2,True
M. Mathieu Lefèvre (RE),Centre / Majorite,REN,-2.0,,-2,-2,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
M. Matthias Renault,Droite,RN,-1.0,,-1,-1,1,1,2025-11-18 00:00:00,2025-11-18 00:00:00,0,False
M. Matthias Tavel,Gauche radicale,LFI,2.0,0.0,2,2,3,1,2024-06-03 00:00:00,2024-06-03 00:00:00,0,False
M. Maxime Laisney,Gauche radicale,LFI-NFP,1.0,,1,1,1,1,2025-10-29 00:00:00,2025-10-29 00:00:00,0,False
M. Meyer Habib,Droite,NI,-1.5,0.5075192189225523,-2,-1,34,6,2023-10-10 00:00:00,2024-05-28 00:00:00,1,False
M. Michel Barnier,Droite,LR,-0.18181818181818182,0.7507571935295484,-1,1,11,3,2024-10-01 00:00:00,2025-10-15 00:00:00,2,True
M. Michel Herbillon,Droite,LR,-1.0,,-1,-1,1,1,2024-10-08 00:00:00,2024-10-08 00:00:00,0,False
M. Nicolas Daragon,Droite,RN,-1.0,,-1,-1,1,1,2024-11-26 00:00:00,2024-11-26 00:00:00,0,False
M. Nicolas Forissier,Droite,LR,-0.4,0.5477225575051661,-1,0,5,1,2025-10-29 00:00:00,2025-10-29 00:00:00,1,False
M. Nicolas Metzdorf,Centre / Majorite,REN,0.0,,0,0,1,1,2024-05-13 00:00:00,2024-05-13 00:00:00,0,False
M. Nicolas Sansu,Gauche radicale,GDR,1.8,0.4472135954999579,1,2,5,4,2024-02-05 00:00:00,2025-07-02 00:00:00,1,False
M. Nicolas Turquois,Centre / Majorite,DEM,1.25,0.9574271077563382,0,2,4,1,2025-05-20 00:00:00,2025-05-20 00:00:00,2,True
M. Nicolas Turquois,Centre / Majorite,MODEM,1.0,0.0,1,1,2,1,2023-11-22 00:00:00,2023-11-22 00:00:00,0,False
M. Olivier Becht,Centre / Majorite,EPR,0.0,0.816496580927726,-1,1,10,2,2023-10-24 00:00:00,2023-11-28 00:00:00,2,True
M. Olivier Falorni,Centre / Majorite,MODEM,-0.5,0.7071067811865476,-1,0,2,1,2023-10-17 00:00:00,2023-10-17 00:00:00,1,False
M. Olivier Faure,Gauche moderee,PS-NFP,0.0,0.0,0,0,2,2,2025-01-16 00:00:00,2025-06-03 00:00:00,0,False
M. Olivier Faure,Gauche moderee,SOC,0.0,1.3093073414159542,-2,2,8,2,2023-10-10 00:00:00,2024-06-04 00:00:00,4,True
M. Olivier Fayssat,Droite,UDR,-1.2,0.8366600265340756,-2,0,5,3,2025-03-26 00:00:00,2025-07-02 00:00:00,2,True
M. Patrick Hetzel,Droite,LR,-1.0,,-1,-1,1,1,2025-06-17 00:00:00,2025-06-17 00:00:00,0,False
M. Paul Vannier,Gauche radicale,LFI,2.0,,2,2,1,1,2024-03-28 00:00:00,2024-03-28 00:00:00,0,False
M. Peio Dufau (SOC),Gauche moderee,PS-NFP,1.5,0.7071067811865476,1,2,2,1,2025-01-14 00:00:00,2025-01-14 00:00:00,1,False
M. Philippe Ballard,Droite,RN,-1.0,,-1,-1,1,1,2023-10-31 00:00:00,2023-10-31 00:00:00,0,False
M. Philippe Brun,Gauche moderee,PS-NFP,1.0,,1,1,1,1,2025-12-02 00:00:00,2025-12-02 00:00:00,0,False
M. Philippe Juvin,Droite,LR,-1.5,0.7071067811865476,-2,-1,2,2,2025-10-29 00:00:00,2025-11-13 00:00:00,1,False
M. Philippe Schreck,Droite,RN,-2.0,,-2,-2,1,1,2025-06-26 00:00:00,2025-06-26 00:00:00,0,False
M. Philippe Vigier,Centre / Majorite,DEM,-2.0,,-2,-2,1,1,2023-10-10 00:00:00,2023-10-10 00:00:00,0,False
M. Pierre Cazeneuve,Centre / Majorite,EPR,-1.0,1.0,-2,0,3,2,2024-10-08 00:00:00,2025-05-06 00:00:00,2,True
M. Pierre Dharréville,Gauche radicale,GDR,1.3333333333333333,0.5163977794943223,1,2,6,2,2023-10-30 00:00:00,2024-02-14 00:00:00,1,False
M. Pierre Henriet,Centre / Majorite,HOR,-1.0,0.0,-1,-1,2,1,2025-05-06 00:00:00,2025-05-07 00:00:00,0,False
M. Pierre Meurin,Droite,RN,0.5,2.1213203435596424,-1,2,2,2,2023-10-30 00:00:00,2025-12-16 00:00:00,3,True
M. Pierre Pribetich,Gauche moderee,PS-NFP,0.0,,0,0,1,1,2025-06-17 00:00:00,2025-06-17 00:00:00,0,False
M. Pierre-Henri Dumont,Droite,LR,-1.5,0.5477225575051662,-2,-1,6,3,2023-11-28 00:00:00,2024-04-10 00:00:00,1,False
M. Pierre-Henri Dumont (LR),Droite,LR,-2.0,,-2,-2,1,1,2024-01-16 00:00:00,2024-01-16 00:00:00,0,False
M. Pierre-Yves Cadalen,Gauche radicale,LFI-NFP,2.0,0.0,2,2,7,4,2024-10-02 00:00:00,2025-12-17 00:00:00,0,False
M. Pieyre-Alexandre Anglade,Centre / Majorite,EPR,0.0,1.0,-1,1,3,1,2025-06-25 00:00:00,2025-06-25 00:00:00,2,True
M. Pieyre-Alexandre Anglade,Centre / Majorite,REN,-0.25,0.9574271077563381,-1,1,4,2,2023-10-23 00:00:00,2023-11-28 00:00:00,2,True
M. Pouria Amirshahi,Gauche moderee,ECO-NFP,1.0,,1,1,1,1,2025-03-12 00:00:00,2025-03-12 00:00:00,0,False
M. Raphaël Arnault,Gauche radicale,LFI-NFP,0.3333333333333333,1.7320508075688772,-2,2,9,3,2025-01-28 00:00:00,2025-05-07 00:00:00,4,True
M. Raphaël Arnault (LFI-NFP),Gauche radicale,LFI-NFP,-2.0,,-2,-2,1,1,2025-07-02 00:00:00,2025-07-02 00:00:00,0,False
M. René Lioret,Droite,RN,-1.0,,-1,-1,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,0,False
M. René Pilato,Gauche radicale,LFI-NFP,0.0,2.8284271247461903,-2,2,2,2,2025-07-02 00:00:00,2025-10-29 00:00:00,4,True
M. Richard Ramos,Centre / Majorite,DEM,1.5,0.7071067811865476,1,2,2,1,2025-05-06 00:00:00,2025-05-06 00:00:00,1,False
M. Roger Chudeau,Droite,RN,-1.8823529411764706,0.33210558207753577,-2,-1,17,3,2024-04-30 00:00:00,2025-07-02 00:00:00,1,False
M. Romain Baubry,Droite,RN,0.0,,0,0,1,1,2025-11-27 00:00:00,2025-11-27 00:00:00,0,False
M. Romain Eskenazi,Gauche moderee,PS-NFP,0.0,,0,0,1,1,2025-05-07 00:00:00,2025-05-07 00:00:00,0,False
M. Steevy Gustave,Gauche moderee,ECO-NFP,-1.0,,-1,-1,1,1,2025-05-06 00:00:00,2025-05-06 00:00:00,0,False
M. Stéphane Peu,Gauche radicale,GDR,1.0,1.0,0,2,3,3,2025-05-06 00:00:00,2025-09-08 00:00:00,2,True
M. Stéphane Séjourné,Centre / Majorite,REN,0.0,1.065427207806866,-2,1,38,4,2024-01-17 00:00:00,2024-05-21 00:00:00,3,True
M. Stéphane Viry,Droite,LR,2.0,,2,2,1,1,2024-04-29 00:00:00,2024-04-29 00:00:00,0,False
M. Sylvain Berrios,Centre / Majorite,HOR,-1.0,0.0,-1,-1,2,1,2025-07-02 00:00:00,2025-07-02 00:00:00,0,False
M. Sylvain Maillard,Centre / Majorite,EPR,-1.0,,-1,-1,1,1,2025-05-06 00:00:00,2025-05-06 00:00:00,0,False
M. Sylvain Maillard,Centre / Majorite,REN,-1.1111111111111112,0.7817359599705717,-2,0,9,3,2023-10-09 00:00:00,2024-05-29 00:00:00,2,True
M. Sébastien Chenu,Droite,RN,-1.375,1.407885953173359,-2,2,8,7,2023-10-24 00:00:00,2025-12-18 00:00:00,4,True
M. Sébastien Delogu,Gauche radicale,LFI,1.2857142857142858,1.2666473875533018,-2,2,14,4,2023-11-03 00:00:00,2024-05-07 00:00:00,4,True
M. Sébastien Delogu,Gauche radicale,LFI-NFP,0.6666666666666666,2.3094010767585034,-2,2,3,2,2025-02-18 00:00:00,2025-05-28 00:00:00,4,True
M. Sébastien Jumel,Gauche radicale,GDR,0.0,,0,0,1,1,2023-10-09 00:00:00,2023-10-09 00:00:00,0,False
M. Sébastien Lecornu,Droite,RN,-0.6666666666666666,0.5163977794943223,-1,0,6,2,2025-06-25 00:00:00,2025-10-31 00:00:00,1,False
M. Thani Mohamed Soilihi,Centre / Majorite,MODEM,0.6666666666666666,0.5773502691896258,0,1,3,3,2025-01-21 00:00:00,2025-04-29 00:00:00,1,False
M. Thibaut François,Droite,RN,-1.0,,-1,-1,1,1,2024-01-29 00:00:00,2024-01-29 00:00:00,0,False
M. Thierry Perez,Droite,RN,-1.0,,-1,-1,1,1,2025-04-08 00:00:00,2025-04-08 00:00:00,0,False
M. Thomas Ménagé,Droite,RN,-2.0,0.0,-2,-2,2,2,2023-10-12 00:00:00,2023-11-09 00:00:00,0,False
M. Thomas Portes,Gauche radicale,LFI,0.9090909090909091,1.868397465987655,-2,2,11,3,2023-11-15 00:00:00,2024-05-02 00:00:00,4,True
M. Thomas Portes,Gauche radicale,LFI-NFP,2.0,0.0,2,2,6,2,2024-10-22 00:00:00,2025-11-26 00:00:00,0,False
M. Thomas Portes (LFI-NFP),Gauche radicale,LFI-NFP,2.0,,2,2,1,1,2025-01-14 00:00:00,2025-01-14 00:00:00,0,False
M. Théo Bernhardt,Droite,RN,-2.0,0.0,-2,-2,3,2,2025-05-06 00:00:00,2025-06-05 00:00:00,0,False
M. Ugo Bernalicis,Gauche radicale,LFI-NFP,-0.6666666666666666,1.5275252316519468,-2,1,3,2,2025-01-28 00:00:00,2025-07-02 00:00:00,3,True
M. Vincent Jeanbrun,Droite,LR,-0.8,1.6431676725154984,-2,2,5,1,2025-03-12 00:00:00,2025-03-12 00:00:00,4,True
M. William Martinet,Gauche radicale,LFI,1.0,,1,1,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
M. Xavier Albertini,Centre / Majorite,HOR,0.0,,0,0,1,1,2024-10-08 00:00:00,2024-10-08 00:00:00,0,False
M. Yoann Gillet,Droite,RN,-1.0,,-1,-1,1,1,2023-10-09 00:00:00,2023-10-09 00:00:00,0,False
M. Éric Bothorel,Centre / Majorite,REN,0.0,,0,0,1,1,2023-10-10 00:00:00,2023-10-10 00:00:00,0,False
M. Éric Ciotti,Droite,LR,-2.0,0.0,-2,-2,2,2,2023-10-10 00:00:00,2023-12-07 00:00:00,0,False
M. Éric Ciotti,Droite,UDR,-1.0,0.7071067811865476,-2,0,5,3,2025-03-03 00:00:00,2025-06-25 00:00:00,2,True
M. Éric Coquerel,Gauche radicale,LFI,1.3636363636363635,0.6741998624632421,0,2,11,3,2023-11-07 00:00:00,2024-02-06 00:00:00,2,True
M. Éric Coquerel,Gauche radicale,LFI-NFP,1.4,0.5477225575051661,1,2,5,1,2025-01-28 00:00:00,2025-01-28 00:00:00,1,False
M. Éric Dupond-Moretti,Centre / Majorite,REN,-1.1666666666666667,0.7177405625652734,-2,0,12,3,2023-10-10 00:00:00,2024-04-30 00:00:00,2,True
M. Éric Michoux,Droite,UDR,-1.3333333333333333,0.5773502691896257,-2,-1,3,1,2025-06-18 00:00:00,2025-06-18 00:00:00,1,False
M. Éric Pauget,Droite,LR,-1.0,,-1,-1,1,1,2024-03-06 00:00:00,2024-03-06 00:00:00,0,False
M. Éric Poulliat,Centre / Majorite,REN,-2.0,,-2,-2,1,1,2024-05-06 00:00:00,2024-05-06 00:00:00,0,False
Manuel Bompard,Gauche radicale,LFI-NFP,1.4438202247191012,0.7362226168147468,-2,2,178,22,2023-10-13 07:17:00,2025-11-24 08:13:00,4,True
Marie Lebec,Centre / Majorite,REN,-0.4,1.3498971154211057,-2,2,10,8,2023-10-10 14:00:00,2025-09-23 18:45:00,4,True
Marie Mesmeur,Gauche radicale,LFI-NFP,1.7846153846153847,0.5992784122464411,-2,2,65,16,2023-10-14 12:40:00,2025-12-27 09:05:00,4,True
Marie Pochon,Gauche moderee,ECO-NFP,0.625,0.875388112682647,-1,2,24,5,2023-10-22 20:02:00,2025-08-24 08:06:00,3,True
Marietta Karamanli,Gauche moderee,SOC,-0.5,0.7071067811865476,-1,0,2,2,2023-10-09 11:42:00,2024-01-22 09:24:00,1,False
Marine Hamelet,Droite,RN,-1.25,0.5,-2,-1,4,4,2024-02-07 16:08:00,2024-10-23 07:19:00,1,False
Marine Le Pen,Droite,RN,-1.1333333333333333,0.6814453874610599,-2,1,30,15,2023-10-15 15:01:00,2025-09-23 10:04:00,3,True
Mathieu Lefèvre,Centre / Majorite,EPR,0.0,0.0,0,0,2,2,2024-01-19 08:54:00,2024-05-07 12:03:00,0,False
Mathilde Panot,Gauche radicale,LFI-NFP,1.737991266375546,0.6565442355673549,-2,2,229,25,2023-10-17 18:53:00,2026-01-01 12:42:00,4,True
Matthias Renault,Droite,RN,-1.5,1.0,-2,1,12,4,2024-07-20 20:35:00,2025-09-22 21:36:00,3,True
Matthias Tavel,Gauche radicale,LFI-NFP,1.4878048780487805,0.8099984944279895,-1,2,41,14,2023-10-11 08:58:00,2025-09-22 16:27:00,3,True
Matthieu Marchio,Droite,RN,-1.3,0.48304589153964794,-2,-1,10,5,2023-10-16 16:21:00,2025-06-15 16:01:00,1,False
Maud Gatel,Centre / Majorite,MODEM,-0.6666666666666666,0.816496580927726,-1,1,6,6,2024-04-14 08:25:00,2025-10-13 18:32:00,2,True
Maxime Michelet,Droite,UDR,-1.0,0.0,-1,-1,2,2,2023-10-11 14:05:00,2025-06-29 11:10:00,0,False
Michel Barnier,Droite,LR,-0.8666666666666667,0.35186577527449836,-1,0,15,6,2023-10-07 08:22:00,2025-10-13 15:45:00,1,False
Michel Guiniot,Droite,RN,-1.0,0.9258200997725514,-2,0,8,7,2023-10-20 09:34:00,2025-09-22 10:05:00,2,True
Michel Herbillon,Droite,LR,-1.0,0.0,-1,-1,8,4,2023-11-22 13:15:00,2025-02-22 13:21:00,0,False
Michèle Tabarot,Droite,LR,-1.3814432989690721,0.5091516426262449,-2,0,97,21,2023-10-07 08:30:00,2025-12-15 10:33:00,2,True
Mme Alma Dufour,Gauche radicale,LFI,1.8888888888888888,0.3333333333333333,1,2,9,2,2023-12-05 00:00:00,2024-05-28 00:00:00,1,False
Mme Alma Dufour,Gauche radicale,LFI-NFP,1.875,0.3535533905932738,1,2,8,2,2025-01-21 00:00:00,2025-06-25 00:00:00,1,False
Mme Amélia Lakrafi,Centre / Majorite,EPR,-1.0,,-1,-1,1,1,2024-10-22 00:00:00,2024-10-22 00:00:00,0,False
Mme Amélia Lakrafi (EPR),Centre / Majorite,EPR,-1.0,,-1,-1,1,1,2025-03-26 00:00:00,2025-03-26 00:00:00,0,False
Mme Amélie de Montchalin,Gauche moderee,PS-NFP,0.625,0.5175491695067657,0,1,8,1,2025-11-17 00:00:00,2025-11-18 00:00:00,1,False
Mme Anaïs Belouassa-Cherifi,Gauche radicale,LFI-NFP,-2.0,,-2,-2,1,1,2025-01-28 00:00:00,2025-01-28 00:00:00,0,False
Mme Andrée Taurinya,Gauche radicale,LFI,1.5,0.5773502691896257,1,2,4,1,2024-01-24 00:00:00,2024-01-24 00:00:00,1,False
Mme Andrée Taurinya,Gauche radicale,LFI-NFP,2.0,0.0,2,2,3,2,2025-05-14 00:00:00,2025-12-11 00:00:00,0,False
Mme Annie Genevard,Droite,LR,1.0,0.0,1,1,3,1,2023-11-13 00:00:00,2023-11-13 00:00:00,0,False
Mme Aurore Bergé,Centre / Majorite,REN,-1.2962962962962963,0.668800005452637,-2,0,27,7,2024-03-27 00:00:00,2025-07-02 00:00:00,2,True
Mme Ayda Hadizadeh,Gauche moderee,PS-NFP,1.5,0.5773502691896257,1,2,4,2,2025-05-06 00:00:00,2025-06-25 00:00:00,1,False
Mme Brigitte Klinkert,Centre / Majorite,EPR,-1.0,,-1,-1,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Caroline Abadie,Centre / Majorite,REN,-1.0,,-1,-1,1,1,2023-10-10 00:00:00,2023-10-10 00:00:00,0,False
Mme Caroline Yadan,Centre / Majorite,EPR,-1.5526315789473684,0.6016809076674227,-2,0,38,8,2024-11-26 00:00:00,2025-12-03 00:00:00,2,True
Mme Caroline Yadan,Centre / Majorite,REN,-1.3333333333333333,0.816496580927726,-2,1,15,5,2023-10-23 00:00:00,2024-03-06 00:00:00,3,True
Mme Caroline Yadan (RE),Centre / Majorite,REN,-1.0,,-1,-1,1,1,2024-01-16 00:00:00,2024-01-16 00:00:00,0,False
Mme Catherine Colonna,Gauche radicale,LFI,0.12903225806451613,1.087564112558304,-2,1,31,3,2023-10-23 00:00:00,2023-12-19 00:00:00,3,True
Mme Catherine Hervieu,Gauche moderee,ECO-NFP,0.0,,0,0,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Catherine Hervieu (EcoS),Gauche moderee,ECO-NFP,1.0,,1,1,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Christine Arrighi,Gauche moderee,ECO-NFP,1.0,,1,1,1,1,2025-06-18 00:00:00,2025-06-18 00:00:00,0,False
Mme Claire Lejeune,Gauche radicale,LFI-NFP,2.0,,2,2,1,1,2025-07-08 00:00:00,2025-07-08 00:00:00,0,False
Mme Clémence Guetté,Gauche radicale,LFI-NFP,2.0,0.0,2,2,2,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Clémence Guetté (LFI-NFP),Gauche radicale,LFI-NFP,1.0,,1,1,1,1,2025-01-15 00:00:00,2025-01-15 00:00:00,0,False
Mme Clémentine Autain,Gauche radicale,LFI,1.6666666666666667,0.5773502691896258,1,2,3,1,2023-12-12 00:00:00,2023-12-12 00:00:00,1,False
Mme Constance Le Grip,Centre / Majorite,EPR,-1.0,0.816496580927726,-2,0,4,3,2024-10-08 00:00:00,2025-06-25 00:00:00,2,True
Mme Constance Le Grip,Centre / Majorite,REN,-1.5,0.5270462766947299,-2,-1,10,1,2023-10-23 00:00:00,2023-10-31 00:00:00,1,False
Mme Constance Le Grip (EPR),Centre / Majorite,EPR,-2.0,,-2,-2,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Constance Le Grip (RE),Centre / Majorite,REN,-2.0,,-2,-2,1,1,2023-10-23 00:00:00,2023-10-23 00:00:00,0,False
Mme Cyrielle Chatelain,Gauche moderee,ECO,1.2142857142857142,0.6992932067530678,0,2,14,3,2023-10-10 00:00:00,2024-05-28 00:00:00,2,True
Mme Cyrielle Chatelain,Gauche moderee,ECO-NFP,1.1666666666666667,0.7177405625652734,0,2,12,5,2024-11-26 00:00:00,2025-09-08 00:00:00,2,True
Mme Cyrielle Chatelain (Écolo-NUPES),Gauche moderee,ECO,0.0,0.0,0,0,2,2,2023-10-23 00:00:00,2023-11-07 00:00:00,0,False
Mme Céline Hervieu,Gauche moderee,PS-NFP,0.5,0.7071067811865476,0,1,2,2,2025-04-01 00:00:00,2025-07-01 00:00:00,1,False
Mme Danielle Simonnet,Gauche radicale,LFI,1.5,0.7071067811865476,1,2,2,1,2024-03-06 00:00:00,2024-03-06 00:00:00,1,False
Mme Danièle Obono,Gauche radicale,LFI,1.4,0.8944271909999159,0,2,5,3,2024-01-17 00:00:00,2024-03-06 00:00:00,2,True
Mme Danièle Obono,Gauche radicale,LFI-NFP,1.5,1.4142135623730951,-2,2,8,3,2024-11-12 00:00:00,2025-03-26 00:00:00,4,True
Mme Delphine Batho,Gauche moderee,ECO,-1.0,,-1,-1,1,1,2023-10-09 00:00:00,2023-10-09 00:00:00,0,False
Mme Dieynaba Diop,Gauche moderee,PS-NFP,1.0,0.0,1,1,2,1,2025-10-15 00:00:00,2025-10-15 00:00:00,0,False
Mme Dieynaba Diop (SOC),Gauche moderee,PS-NFP,1.0,,1,1,1,1,2025-06-25 00:00:00,2025-06-25 00:00:00,0,False
Mme Dominique Faure,Centre / Majorite,REN,-1.5,0.7071067811865476,-2,-1,2,1,2024-05-07 00:00:00,2024-05-07 00:00:00,1,False
Mme Elsa Faucillon,Gauche radicale,GDR,1.7777777777777777,0.4277926319464986,1,2,18,6,2023-11-14 00:00:00,2025-10-30 00:00:00,1,False
Mme Elsa Faucillon (GDR),Gauche radicale,GDR,2.0,0.0,2,2,2,1,2025-01-14 00:00:00,2025-01-14 00:00:00,0,False
Mme Eléonore Caroit,Centre / Majorite,EPR,1.0,,1,1,1,1,2025-11-26 00:00:00,2025-11-26 00:00:00,0,False
Mme Eléonore Caroit (EPR),Centre / Majorite,EPR,0.0,,0,0,1,1,2025-01-14 00:00:00,2025-01-14 00:00:00,0,False
